PAUSED	暂停	menu_paused
Primary	主要	menuoptions_configurecontrols_binding_primary
Secondary	次要	menuoptions_configurecontrols_binding_secondary
Press something	按任意键	menuoptions_configurecontrols_pressakey
Mouse left	鼠标左键	input_mouseleft
Mouse right	鼠标右键	input_mouseright
Mouse middle	鼠标中键	input_mousemiddle
Mouse wheel up	鼠标滚轮向上	input_mousewheelup
Mouse wheel down	鼠标滚轮向下	input_mousewheeldown
Space	空格	input_space
TAB	TAB	input_tab
START	开始	input_xboxbutton_start
SELECT	选择	input_xboxbutton_select
[$0]	[$0]	format_keybinding
Orb room	魔球之室	biome_orbroom
$0's $1	$0的$1	menugameover_causeofdeath_killer_cause
$0' $1	$0的$1	menugameover_causeofdeath_killer_cause_name_ends_in_s
Cursed extra max health 	受诅咒的追加生命值上限	item_heart_cursed
Seed: $0	种子：$0	log_worldseed
Seed: $0	种子：$0	menupause_worldseed
  Mode: $0	模式：$0	menupause_gamemode
  Location: $0	地点：$0	menupause_location
  Mods used: yes	使用模组：是	menupause_modsused
RECORD!	纪录！	menugameover_record
Time left: $0:$1.$0	剩余时间：$0:$1.$0	dailyrun_time_left_hoursminutesseconds
$0 $1 $2	$0 $1 $2	dailyrun_dateformat_0day_1month_2year
Jan	一月	month_0
Feb	二月	Month_1
Mar	三月	Month_2
Apr	四月	Month_3
May	五月	Month_4
Jun	六月	Month_5
Jul	七月	Month_6
Aug	八月	Month_7
Sep	九月	Month_8
Oct	十月	Month_9
Nov	十一月	Month_10
Dec	十二月	Month_11
AND	及	credits_and
SOUND DESIGN, MUSIC LEAD AND MIXING	音效设计、音乐主管和混音	credits_sound
MUSIC COMPOSED AND PERFORMED BY 	谱曲及演出	credits_musiccomposed
MUSIC RECORDING, MIXING AND MASTERING\nPetri Majuri at E-studio	音乐录制、混音和把握\nPetri Majuri at E-studio	credits_musicrecording
LOCALIZATION	本地化	credits_localization
LOCALIZATION & QA	本地化与品控	credits_localization2
MARKETING & PR	营销与推广	credits_marketingandpr
MARKETING & PR CONSULTATION	营销与推广咨询	credits_marketingandpr2
EXTERNAL MARKETING & PR	外部营销与推广	credits_marketingandpr3
1.0 TRAILER EDITORS	1.0 宣传片编辑	credits_10trailers
1.0 LAUNCH TRAILERS BY	1.0 发布宣传片制作	credits_10trailers2
TESTING & ADDITIONAL WORK	测试与其他工作	credits_testingandadditionalwork
TESTING	测试	credits_testing
THANK YOU	谢谢你	credits_thankyou
...And You!	...还有您！	credits_thankyou_andyou
CRYPTIC HIGHSCORES	隐藏高分	credits_crypticscores
Noita is powdered by the Falling Everything Engine\nNoita uses FMOD Studio by Firelight Technologies Pty Ltd	《Noita》由 Falling Everything Engine 提供技术支持\n《Noita》使用 Firelight Technologies Pty Ltd. 推出的 F模组 Studio 制作	credits_falling
Please see licenses/Attributions.txt for Creative Commons attribution list.	请查看 licenses/Attributions.txt 了解知识共享属性列表。	credits_licenses
$0.$1	$0.$1	format_timer
Please turn on Online features to use this feature.	请开启在线功能以使用这个功能。	menustreaming_nsa
Old save detected.	检测到旧存档。	menu_oldsave_verybroken0
We HIGHLY recommend that you don't try to load pre 1.0 saves. Everything will be broken and the Gods will most definitely be angry. 	我们强烈建议您不要尝试载入 1.0 版之前的存档。存档内容将会损坏，“神明”定会为此震怒。	menu_oldsave_verybroken1
Old save detected	检测到旧存档	menu_oldsave_verybroken2
Kantele	齐特琴	item_kantele
Huilu	陶笛	item_ocarina
$0 	$0 	stat_prev_best
Meteorisade	陨石雨	action_meteor_rain
Alea iacta est	“Alea iacta est”（骰子已被掷下）	actiondesc_meteor_rain
Matosade	蠕虫雨	action_worm_rain
Alea iacta est	“Alea iacta est”（骰子已被掷下）	actiondesc_worm_rain
Sauvojen tuntija	独眼	animal_boss_pit
Wand	魔杖灵	animal_wand
Dark wand	黑暗魔杖灵	animal_enlightened_laser_dark_wand
Thunder wand	雷霆魔杖灵	animal_enlightened_laser_elec_wand
Fire wand	火焰魔杖灵	animal_enlightened_laser_fire_wand
Glowing wand	光明魔杖灵	animal_enlightened_laser_light_wand
High Gravity	高重力	perk_high_gravity
All creatures, you included, have higher personal gravity.	增强所有生物受到的重力，包括你自己。	perkdesc_high_gravity
Summon Healing Ghosts	召唤治疗幽灵	streamingevent_heal_ghost
You get a few healing ghost friends	你获得几个治疗幽灵朋友	streamingeventdesc_heal_ghost
Excess Gas	放屁	streamingevent_player_gas
Your body exudes flammable gas for a time	一段时间内，你的身体将散发出可燃气体	streamingeventdesc_player_gas
Personal Contact Damage	个人伤害力场	streamingevent_areadamage_player
You gain a contact damage -dealing field for a time	你得到一个伤害力场	streamingeventdesc_areadamage_player
Enemy Contact Damage	敌人伤害力场	streamingevent_areadamage_enemy
Enemies gain a contact damage -dealing field for a time	敌人得到一个伤害力场	streamingeventdesc_areadamage_enemy
Twitchy!	抽风！	streamingevent_twitchy
You have trouble controlling your wand for a time	一段时间内，你将难以控制你的魔杖	streamingeventdesc_twitchy
Gain Random Perk	获得随机天赋	streamingevent_spawn_perk
You're granted a random perk	你随机获得一个天赋	streamingeventdesc_spawn_perk
Matter Eater	物质吞噬者	streamingevent_matter_eater
S?tkymestari	致癫法师	animal_wizard_twitchy
Twitchy	抽风	status_twitchy
Your hand spasms randomly and your spells can hurt you!	你的手时不时抽搐！同时你的法术能伤害你自己了！	statusdesc_twitchy
Wobbly meat	摇晃的肉	mat_meat_fast
Cast delay: $0 s	施放延迟：$0 秒	hud_wand_castdelay
Offline Daily Run\nThe seed is different from the Online Daily Run.\nBut you can play this seed as many times as you like\nwithin the 24 hours.\n	“离线每日挑战\n种子与在线每日挑战模式不同。\n但你可以在24小时内任意游玩此种子。\n	gamemode_dailyrun_desc_offline_mode
You feel an invisible force pushing and pulling you	你感到一股无形的力量在拉扯着你	biomemodifierdesc_gravity_fields
The air is filled with fungal spores	空气中充斥着真菌孢子	biomemodifierdesc_fungal
heavy impact	物理重击	damage_physicshit
Steam Cloud: $0	Steam云存档（国内玩家建议关闭）: $0	menuoptions_steamcloud
Enable all	全部启用	menuoptions_enableall
Disable all	全部禁用	menuoptions_disableall
Creatures can be named after viewers: $0	生物可以以观众的名字命名: $0	menu_streaming_usernames_visible
This mod has been built with a newer version of the modding interface.\nA newer version of the game might be required.	这个叹号不用管，基本没影响！\n（只是表明该mod在beta版本下发布的）	menu_mods_modversion_newer
Mod settings	模组设置	menu_mods_settings
Changes will be applied when you restart the game.	改动将会在重新启用游戏时启用。	menu_modsettings_changes_restart
Changes will be applied when you start a new game.	改动将会在开始新游戏时启用。	menu_modsettings_changes_worldgen
Enabled mods have no settings.	已启用的模组没有设置项。	menu_mods_nosettings
This place feels exceptionally secure	这地方让人感觉特别安全	biomemodifierdesc_shielded
Greed-cursed rock	贪婪诅咒岩石	mat_rock_static_cursed_green
Greed-cursed liquid	贪婪诅咒液体	mat_cursed_liquid
Hohtonaamio	鬼魅面具	animal_statue_physics
Projectiles Into Nukes	核弹置换术	streamingevent_transform_nukes
The curse relents.	诅咒减弱了	log_greed_curse_away_full
You gain 3x gold, but are terribly cursed!	你之后获得的黄金x3，但你受到了可怕的诅咒。	logdesc_greed_curse
Greed-cursed crystal	贪婪诅咒水晶	item_greed_crystal
The gods are confused	神明感到困惑	log_moon_altar_extra
What is that?!	这是啥呀？？？	logdesc_moon_altar_extra
The key remembers a song.	钥匙记住了一首曲子	itemdesc_alchemy_key_musicbox_1
The key remembers two songs.	钥匙记住了两首曲子	itemdesc_alchemy_key_musicbox_2
The key remembers three songs.	钥匙记住了三首曲子	itemdesc_alchemy_key_musicbox_3
The key is ready.	钥匙已经准备好了	itemdesc_alchemy_key_musicbox_4
Exploding Gold	爆炸黄金	perk_exploding_gold
Nuggets of gold explode once they expire or are picked up.	金块在消失或被拾取时会爆炸。	perkdesc_exploding_gold
Quantum Split	量子纠缠	action_quantum_split
Makes a projectile split into three projectiles whose existences are entangled	令投射物拆分为三个相互纠缠的子投射物	actiondesc_quantum_split
A portal appears!	一个传送门显现了！	log_fasttravel
This could be useful...	这也许会有用......	logdesc_fasttravel
Faster Projectiles	加速法术	perk_fast_projectiles
Your projectile spells fly faster than before.	你的投射物法术飞的比以前更快了。	perkdesc_fast_projectiles
Chain Spell	连锁射击	action_chain_shot
Causes a projectile to cast a copy of itself upon expiring, up to 5 times	令一个投射物在它失效时复制自身，最多3次	actiondesc_chain_shot
Small Teleport Bolt	小传送弹	action_teleport_projectile_short
A shortlived magical bolt that moves you wherever it ends up flying	一个短时效魔弹，会传送你到它飞行结束的地方	actiondesc_teleport_projectile_short
Remove Worm & Lukki Digging	移除虫洞	perk_worm_smaller_holes
Worms and lukkis no longer destroy ground while burrowing.	蠕虫钻地时不再挖空通道。	perkdesc_worm_smaller_holes
More Worm Digging	更大虫洞	perk_worm_bigger_holes
Worms now dig a larger area around them.	蠕虫钻地时会挖出更大的通道。	perkdesc_worm_bigger_holes
Homunculus	霍尔蒙克斯	animal_homunculus
Summon Random Homunculi	生成随机人造人	streamingevent_homunculus
A group of helpful little homunculi appears to aid you	生成一群小人造人来帮你	streamingeventdesc_homunculus
Summon Digging Homunculus	生成挖掘人造人	streamingevent_homunculus_dark
A helpful little homunculus comes to your aid	生成一个小人造人来帮你	streamingeventdesc_homunculus_dark
Summon Fiery Homunculus	生成燃烧人造人	streamingevent_homunculus_fire
A helpful little homunculus comes to your aid	生成一个小人造人来帮你	streamingeventdesc_homunculus_fire
Summon Healer Homunculus	生成治疗人造人	streamingevent_homunculus_heal
A helpful little homunculus comes to your aid	生成一个小人造人来帮你	streamingeventdesc_homunculus_heal
Summon Glowing Homunculus	生成发光人造人	streamingevent_homunculus_laser
A helpful little homunculus comes to your aid	生成一个小人造人来帮你	streamingeventdesc_homunculus_laser
Summon Puncher Homunculus	生成近战人造人	streamingevent_homunculus_punch
A helpful little homunculus comes to your aid	生成一个小人造人来帮你	streamingeventdesc_homunculus_punch
Casts the next spell twice, but with reduced damage	下个法术施放两次，但伤害降低	actiondesc_divide_2
Casts the next spell 3 times, but with reduced damage	下个法术施放三次，但伤害降低	actiondesc_divide_3
Casts the next spell 4 times, but with reduced damage	下个法术施放四次，但伤害降低	actiondesc_divide_4
Casts the next spell 10 times, but with reduced damage	下个法术施放十次，但伤害降低	actiondesc_divide_10
Mu	缪	action_mu
Every modifier-type spell in the current wand is applied to a projectile	当前魔杖的每一个投射修正法术都会作用到下一个投射物上	actiondesc_mu
Wand Refresh	魔杖刷新	action_reset
Reloads the wand immediately	立即使魔杖充能完毕	actiondesc_reset
Extra Wand Capacity (One-off)	扩容魔杖（一次性）	perk_extra_slots
The wands you're currently carrying gain 1-3 additional spell slots (to a maximum of 25).	你当前所携带的所有魔杖获得1~3个额外法术槽（至最多25）。	perkdesc_extra_slots
Teleportitis Dodge	传送闪避	perk_teleportitis_dodge
You teleport a short distance away when an enemy projectile is near.	当附近有敌方投射物时，你会被短距离传送。	perkdesc_teleportitis_dodge
High Mana, Low Capacity (One-off)	高魔低容（一次性）	perk_extra_mana
Your currently held wand loses half its capacity, but gains more mana.	你当前持有的魔杖会失去一半容量，但会获得更多法力值。	perkdesc_extra_mana
Homunculus	人造生命	perk_homunculus
Every time you leave a Holy Mountain, a helpful homunculus is summoned.	每次你离开圣山时，召唤一个会帮助你的霍尔蒙克斯。	perkdesc_homunculus
